Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.03498991927768369;0.0031348675509943187;0.31956668528548066;0.99685900753557699;4.5855128218633929
2030;1;0.63837658918695273;0.0024234372179687824;0.0046387854302304245;0.27848111284857557;1.2418989012536339;5.5909767341400691
2030;2;0.63481664787550762;0.0013827687385337128;0.0023178764243121609;0.27267187453341896;1.2459908620831306;5.7508617434732354
2060;3;0.26923410494660022;0.027376574690385347;0.0058884651757721519;0.21247191307574512;1.8889784718802047;8.2478329498937928
2060;4;0.26216183521519143;0.017068291802102564;0.0028458962518504004;0.20475162865610635;1.9187896352634379;8.6729476834618602
2060;5;0.26239854631242704;0.016925363754438649;0.002810329362311903;0.20491997113323107;1.9177712401087426;8.6631674737880768
2060;6;0.25862312228960455;0.010890423659759563;0.0012957421555196648;0.2000558898143068;1.9341902868864527;8.9490614221417566
2100;7;0.090919734236179051;0.055944917838779418;0.009218893954954243;0.1510372310452483;3.1793753266826612;13.460675507392924
2100;8;0.084148705637292945;0.043880891035907865;0.0039073368197126831;0.14155069378125862;3.3274597428323651;14.719713412857391
2100;9;0.084313563233664152;0.043605986141459496;0.0038912083483917015;0.14174813248175652;3.3236310514156542;14.691296969837312
2100;10;0.080393812461250255;0.030777007890137043;0.0016115880529587771;0.13600243659570616;3.4180189499591895;15.551648488477435
2100;11;0.084525756720632186;0.043153458970746073;0.003782991084905425;0.14191444599946978;3.3187204855563843;14.666909208508608
2100;12;0.0805562165041281;0.030451320293511941;0.001709490807739487;0.13610238513117193;3.4139638299119874;15.535183142947046
2100;13;0.080644728471382751;0.030303792398811424;0.0016912238485845756;0.13619902775185996;3.4117592076899661;15.519846287136666
2100;14;0.078285786282965036;0.019842657923518914;0.0005325787697493178;0.13233880841883144;3.4718625946377402;16.143108125303872
2200;15;0.0066008457028970619;0.27037450112334938;0.021132420900354217;0.067155340118403378;11.074450402512626;43.103349140698505
2200;16;0.0051563449453259618;0.18092556516844382;0.0070052587042344731;0.058025519212532996;12.806041330071949;52.889154531679026
2200;17;0.0052053709287234583;0.17777821663536031;0.0071927001091646641;0.058425250389658137;12.734955069623883;52.387796830911604
2200;18;0.0044983786285846209;0.12101921922091918;0.0036377517405167597;0.053488016152915235;13.876789186609997;59.268943423263153
2200;19;0.005230221474280445;0.17584362487799154;0.0070120157184155292;0.05858161738147101;12.699327194449777;52.19168121129055
2200;20;0.0045137894168703653;0.1196626775019638;0.0037861335578351875;0.053568744471762179;13.848900421416174;59.141963941336776
2200;21;0.0045297908645150096;0.11832106281914889;0.0032886799128783936;0.053730123757333603;13.820102326523555;58.897280722229368
2200;22;0.0040896557902052721;0.073170067746630707;0.0011782686402722121;0.050560270208673992;14.676545450585131;64.124153262389797
2200;23;0.005247869144146905;0.17416738548927668;0.0068294120614408671;0.058687445155666533;12.674188818332008;52.059352350151471
2200;24;0.0045203744310312027;0.11855864556071793;0.0032947467829671641;0.053626755271214847;13.837029648493864;59.053369796081469
2200;25;0.0045383672840283015;0.11731953129210382;0.0033089656734262953;0.053774183128393757;13.804733602867834;58.828588501676293
2200;26;0.0040940738085302047;0.072552253252311516;0.0011774605303552484;0.050581808131748278;14.667227008833706;64.085031774622124
2200;27;0.0045540434342947814;0.1162716655180418;0.0037837043606189372;0.053845441746800102;13.776761215576284;58.716853676956873
2200;28;0.0041003248795973479;0.071938899963264191;0.00117193312501119;0.050616723553492289;14.65406956116658;64.022282677009684
2200;29;0.0041101109280604533;0.07121241644583165;0.001137966346868265;0.050691297777247742;14.633535435087852;63.890884417251044
2200;30;0.0038131481213730389;0.026642292176859428;0.00016875072342148917;0.048436000763109451;15.293539500763304;68.083222542195131
2300;31;0.00057652661138640575;0.82600334931939301;0.0079978180181959069;0.035804868279219269;34.600311153590333;107.37565112110074
2300;32;0.00034542471752166637;0.61507957183692952;0.0078507134234287058;0.027656741303087939;46.76730307381461;154.69152927476978
2300;33;0.00035500708536952483;1.06483036540439;0.014260814511908469;0.028121408400249199;46.020567248271803;151.11939314686421
2300;34;0.00026744027629675937;0.71361495940038822;0.013162685415326537;0.024345325095269755;54.363938657361096;185.26519732314748
2300;35;0.00036602332366686397;1.0331541150549128;0.016783067850498355;0.028453411554891291;45.200689739144195;148.5964691575692
2300;36;0.00027247014861121266;0.69260608122476697;0.015375669863147522;0.024513187852575263;53.771338258326296;183.44321533305771
2300;37;0.0002699540874332124;0.69233185458443813;0.0064385082430658972;0.024603306612881341;54.065578920748038;182.59779498519165
2300;38;0.00022338844908541272;0.41533396138433432;0.0065551019656957142;0.022354789558900894;60.435340338227213;209.07774922811174
2300;39;0.00037014284053940691;1.0204054145013686;0.017383498105428549;0.028567794898736929;44.904088950676751;147.74007265481222
2300;40;0.00027289302917806813;0.68615601118153791;0.012961268557939148;0.024572467692567827;53.722307811961187;182.8384255586306
2300;41;0.00027272627790578795;0.6829219260751529;0.0094265044690043046;0.024640139413219547;53.74162719461664;182.16699606224606
2300;42;0.00022403426539260729;0.4108875766647202;0.0066448215071369518;0.02238201002918434;60.332800026347869;208.7150898614758
2300;43;0.00028258340621010986;0.66063170234400559;0.022727593157193051;0.024773075193157648;52.630854067745567;180.63278011876213
2300;44;0.00022532956715013279;0.40310792394393502;0.0060982302348342341;0.022462575941841759;60.128545159282197;207.6678244421895
2300;45;0.000225916149405844;0.3999250824492151;0.0055099834385333056;0.022523879307393507;60.03665990941127;206.88965508925432
2300;46;0.00019538219584641869;0.1780837094997878;0.0010514203263781599;0.020994338235939089;65.390097947385755;228.55058111498144
2300;47;0.00037328006250785591;1.0099680085964735;0.018131287773941376;0.028644957286791194;44.681706133283392;147.16254468796319
2300;48;0.00027054027394952268;0.68473974113345548;0.0055765398185946072;0.024610401490623292;53.996639167715848;182.51344575742542
2300;49;0.00027610376837236756;0.67278061390965149;0.01376810160812459;0.024685991817947839;53.353939150107685;181.63529911870867
2300;50;0.00022451721164798379;0.40667296055261204;0.006388117808582441;0.022412890592321471;60.25642590832603;208.31303765726145
2300;51;0.00028405217138846128;0.65502246634352446;0.024235215795019024;0.024799685764496832;52.470600034775053;180.33990490589437
2300;52;0.00022560868619204367;0.40033308311464566;0.0060230159917246985;0.022475834100509538;60.084775204732779;207.4942494608969
2300;53;0.00022618715890117518;0.39717122444287156;0.005400832406400477;0.022537518876769087;59.994335457464267;206.71275051328129
2300;54;0.00019551779657075167;0.17682476561446947;0.0011263371924840236;0.020998982889923246;65.363417026749403;228.47711691471264
2300;55;0.00028495129748127033;0.65048908798104321;0.024036576935350357;0.024833527170679708;52.373146065492506;179.98987076892192
2300;56;0.00022602278912236252;0.39749007107516832;0.006001535374570076;0.022491869456866077;60.019996013501959;207.2822204903575
2300;57;0.00022672584284215292;0.39386800170646552;0.0053799399450946929;0.022562842285798797;59.910446083037982;206.38388501360575
2300;58;0.0001957055412679846;0.17535318121701948;0.0011107963550236011;0.021007733664237735;65.326524687694118;228.34158433296474
2300;59;0.00022798068731694085;0.38798022533299559;0.0051926003373158544;0.022630049222912375;59.716250824239907;205.52095502033319
2300;60;0.00019613597192209123;0.17271815033126359;0.0010021580578650365;0.021030729099189637;65.242155677096051;227.98865738882986
2300;61;0.0001964839290078163;0.1712769173039419;0.0010430397248765628;0.021053902458749611;65.174167017292177;227.63743277743785
2300;62;0.00017569339886863185;-0.0083154373584193308;1.4967312523135145e-06;0.019952950475440781;69.606053726853602;245.63065930201074
